symbole;date;ouverture;haut;bas;cloture;volume
TAIR;02/01/2017;0,6;0,6;0,59;0,6;4651
TAIR;03/01/2017;0,6;0,6;0,59;0,6;1159
TAIR;04/01/2017;0,6;0,6;0,59;0,6;19524
TAIR;05/01/2017;0,6;0,6;0,59;0,6;2205
TAIR;06/01/2017;0,59;0,6;0,59;0,6;42941
TAIR;09/01/2017;0,59;0,6;0,59;0,6;7313
TAIR;10/01/2017;0,6;0,6;0,59;0,6;34185
TAIR;11/01/2017;0,58;0,6;0,58;0,58;37960
TAIR;12/01/2017;0,58;0,59;0,57;0,59;31085
TAIR;13/01/2017;0,58;0,59;0,58;0,59;15664
TAIR;16/01/2017;0,58;0,59;0,58;0,58;28342
TAIR;17/01/2017;0,58;0,59;0,57;0,59;50290
TAIR;18/01/2017;0,58;0,58;0,58;0,58;29715
TAIR;19/01/2017;0,58;0,58;0,57;0,57;83082
TAIR;20/01/2017;0,58;0,58;0,57;0,57;40978
TAIR;23/01/2017;0,57;0,58;0,56;0,57;46453
TAIR;24/01/2017;0,58;0,58;0,56;0,57;53061
TAIR;25/01/2017;0,57;0,57;0,56;0,56;16240
TAIR;26/01/2017;0,57;0,57;0,56;0,57;20540
TAIR;27/01/2017;0,57;0,57;0,56;0,56;17840
TAIR;30/01/2017;0,57;0,57;0,56;0,57;10204
TAIR;31/01/2017;0,57;0,57;0,56;0,57;3284
TAIR;01/02/2017;0,57;0,57;0,56;0,57;7200
TAIR;02/02/2017;0,57;0,57;0,56;0,56;6121
TAIR;03/02/2017;0,57;0,57;0,56;0,56;12168
TAIR;06/02/2017;0,56;0,56;0,55;0,56;24412
TAIR;07/02/2017;0,56;0,56;0,55;0,56;5667
TAIR;08/02/2017;0,56;0,56;0,55;0,56;3321
TAIR;09/02/2017;0,57;0,57;0,55;0,56;3562
TAIR;10/02/2017;0,56;0,56;0,55;0,56;37943
TAIR;13/02/2017;0,55;0,56;0,55;0,56;15026
TAIR;14/02/2017;0,55;0,55;0,55;0,55;6582
TAIR;15/02/2017;0,56;0,56;0,55;0,56;4395
TAIR;16/02/2017;0,55;0,56;0,55;0,56;5601
TAIR;17/02/2017;0,56;0,56;0,55;0,55;26318
TAIR;20/02/2017;0,56;0,56;0,55;0,55;10159
TAIR;21/02/2017;0,55;0,55;0,54;0,55;44818
TAIR;22/02/2017;0,55;0,55;0,54;0,54;29395
TAIR;23/02/2017;0,54;0,54;0,53;0,54;65412
TAIR;24/02/2017;0,53;0,54;0,53;0,53;2032
TAIR;27/02/2017;0,54;0,54;0,53;0,54;37589
TAIR;28/02/2017;0,53;0,54;0,53;0,54;17731
TAIR;01/03/2017;0,54;0,55;0,54;0,55;48463
TAIR;02/03/2017;0,56;0,57;0,56;0,57;42664
TAIR;03/03/2017;0,57;0,57;0,56;0,57;20486
TAIR;06/03/2017;0,57;0,58;0,56;0,57;36544
TAIR;07/03/2017;0,56;0,57;0,55;0,57;25306
TAIR;08/03/2017;0,57;0,57;0,56;0,57;1115
TAIR;09/03/2017;0,57;0,57;0,55;0,56;64963
TAIR;10/03/2017;0,54;0,55;0,54;0,55;49577
TAIR;13/03/2017;0,54;0,56;0,54;0,54;43103
TAIR;14/03/2017;0,56;0,56;0,53;0,55;94417
TAIR;15/03/2017;0,53;0,55;0,53;0,55;66094
TAIR;16/03/2017;0,55;0,56;0,54;0,55;25050
TAIR;17/03/2017;0,56;0,57;0,55;0,57;22226
TAIR;21/03/2017;0,57;0,57;0,56;0,57;39417
TAIR;22/03/2017;0,57;0,57;0,56;0,57;7421
TAIR;23/03/2017;0,56;0,56;0,56;0,56;1284
TAIR;24/03/2017;0,57;0,57;0,55;0,56;2818
TAIR;27/03/2017;0,55;0,56;0,55;0,56;5574
TAIR;28/03/2017;0,56;0,57;0,56;0,57;21241
TAIR;03/04/2017;0,56;0,57;0,55;0,57;88008
TAIR;04/04/2017;0,58;0,6;0,57;0,59;284469
TAIR;05/04/2017;0,59;0,59;0,58;0,58;12094
TAIR;06/04/2017;0,58;0,58;0,57;0,57;15158
TAIR;07/04/2017;0,57;0,57;0,56;0,56;12916
TAIR;10/04/2017;0,56;0,57;0,56;0,57;421
TAIR;11/04/2017;0,57;0,57;0,56;0,57;505
TAIR;12/04/2017;0,57;0,57;0,56;0,57;11146
TAIR;13/04/2017;0,56;0,57;0,56;0,57;10601
TAIR;14/04/2017;0,56;0,56;0,56;0,56;6705
TAIR;17/04/2017;0,56;0,57;0,56;0,56;12550
TAIR;18/04/2017;0,56;0,56;0,56;0,56;15500
TAIR;19/04/2017;0,56;0,57;0,56;0,56;13690
TAIR;20/04/2017;0,57;0,57;0,55;0,56;30312
TAIR;21/04/2017;0,56;0,56;0,56;0,56;2602
TAIR;24/04/2017;0,56;0,56;0,55;0,55;16575
TAIR;25/04/2017;0,56;0,56;0,55;0,55;10361
TAIR;26/04/2017;0,56;0,56;0,55;0,55;3993
TAIR;27/04/2017;0,55;0,55;0,54;0,54;37523
TAIR;28/04/2017;0,54;0,55;0,53;0,54;87615
TAIR;02/05/2017;0,54;0,54;0,54;0,54;12176
TAIR;03/05/2017;0,55;0,55;0,54;0,55;16990
TAIR;04/05/2017;0,56;0,56;0,54;0,54;229
TAIR;05/05/2017;0,56;0,56;0,55;0,55;5375
TAIR;08/05/2017;0,56;0,56;0,55;0,55;8704
TAIR;09/05/2017;0,55;0,56;0,55;0,55;7512
TAIR;10/05/2017;0,56;0,56;0,55;0,55;10269
TAIR;11/05/2017;0,56;0,56;0,55;0,56;13262
TAIR;12/05/2017;0,56;0,56;0,55;0,56;3836
TAIR;15/05/2017;0,56;0,56;0,54;0,55;16998
TAIR;16/05/2017;0,55;0,55;0,54;0,55;5500
TAIR;17/05/2017;0,55;0,55;0,54;0,55;22065
TAIR;18/05/2017;0,54;0,55;0,54;0,54;23286
TAIR;19/05/2017;0,54;0,54;0,54;0,54;14830
TAIR;22/05/2017;0,54;0,55;0,54;0,55;19736
TAIR;23/05/2017;0,54;0,55;0,54;0,55;7159
TAIR;24/05/2017;0,55;0,55;0,54;0,54;212
TAIR;25/05/2017;0,55;0,55;0,53;0,53;113
TAIR;26/05/2017;0,54;0,55;0,54;0,55;10414
TAIR;29/05/2017;0,56;0,56;0,55;0,55;734
TAIR;30/05/2017;0,54;0,55;0,54;0,54;5202
TAIR;31/05/2017;0,53;0,55;0,53;0,55;4759
TAIR;01/06/2017;0,54;0,54;0,54;0,54;1000
TAIR;02/06/2017;0,54;0,55;0,54;0,55;2832
TAIR;05/06/2017;0,54;0,55;0,54;0,55;8500
TAIR;06/06/2017;0,55;0,56;0,55;0,55;6112
TAIR;07/06/2017;0,55;0,55;0,55;0,55;1893
TAIR;08/06/2017;0,54;0,55;0,54;0,55;1641
TAIR;09/06/2017;0,54;0,54;0,54;0,54;5078
TAIR;12/06/2017;0,53;0,54;0,53;0,54;511
TAIR;13/06/2017;0,54;0,54;0,53;0,54;19268
TAIR;14/06/2017;0,53;0,54;0,53;0,54;10180
TAIR;15/06/2017;0,54;0,54;0,53;0,54;15567
TAIR;16/06/2017;0,53;0,54;0,53;0,54;10079
TAIR;20/06/2017;0,54;0,54;0,53;0,54;17999
TAIR;21/06/2017;0,53;0,54;0,53;0,54;24058
TAIR;22/06/2017;0,53;0,54;0,53;0,54;5820
TAIR;28/06/2017;0,52;0,54;0,52;0,52;2753
TAIR;03/07/2017;0,54;0,55;0,54;0,54;3200
TAIR;04/07/2017;0,53;0,55;0,53;0,54;25351
TAIR;05/07/2017;0,54;0,55;0,54;0,54;48908
TAIR;06/07/2017;0,54;0,55;0,54;0,55;24306
TAIR;07/07/2017;0,54;0,54;0,53;0,54;4101
TAIR;10/07/2017;0,54;0,54;0,53;0,54;2270
TAIR;11/07/2017;0,54;0,55;0,53;0,55;13375
TAIR;12/07/2017;0,55;0,55;0,54;0,54;13649
TAIR;13/07/2017;0,54;0,54;0,53;0,53;19878
TAIR;17/07/2017;0,53;0,54;0,53;0,54;2033
TAIR;18/07/2017;0,54;0,55;0,54;0,55;9846
TAIR;19/07/2017;0,55;0,55;0,54;0,54;4768
TAIR;20/07/2017;0,55;0,55;0,54;0,55;26566
TAIR;21/07/2017;0,54;0,54;0,54;0,54;500
TAIR;24/07/2017;0,53;0,53;0,53;0,53;1461
TAIR;26/07/2017;0,53;0,54;0,53;0,54;1657
TAIR;27/07/2017;0,55;0,56;0,55;0,56;87489
TAIR;28/07/2017;0,55;0,56;0,55;0,56;33482
TAIR;31/07/2017;0,56;0,57;0,55;0,56;30754
TAIR;01/08/2017;0,56;0,56;0,56;0,56;1800
TAIR;02/08/2017;0,56;0,57;0,56;0,57;6894
TAIR;03/08/2017;0,57;0,57;0,57;0,57;1212
TAIR;04/08/2017;0,57;0,57;0,56;0,57;3352
TAIR;07/08/2017;0,57;0,57;0,57;0,57;390
TAIR;08/08/2017;0,57;0,57;0,56;0,57;3898
TAIR;09/08/2017;0,56;0,57;0,56;0,57;8147
TAIR;10/08/2017;0,56;0,57;0,56;0,57;9
TAIR;11/08/2017;0,56;0,57;0,56;0,57;23
TAIR;14/08/2017;0,56;0,57;0,55;0,57;16893
TAIR;15/08/2017;0,56;0,56;0,56;0,56;1891
TAIR;16/08/2017;0,55;0,56;0,55;0,56;407
TAIR;17/08/2017;0,56;0,56;0,56;0,56;1026
TAIR;18/08/2017;0,55;0,56;0,55;0,56;10448
TAIR;21/08/2017;0,54;0,56;0,53;0,55;133618
TAIR;22/08/2017;0,55;0,55;0,54;0,54;1415
TAIR;23/08/2017;0,54;0,54;0,53;0,53;824
TAIR;24/08/2017;0,54;0,54;0,53;0,54;24302
TAIR;25/08/2017;0,53;0,54;0,53;0,54;504
TAIR;28/08/2017;0,54;0,54;0,53;0,53;4821
TAIR;29/08/2017;0,53;0,54;0,53;0,54;362
TAIR;30/08/2017;0,54;0,54;0,53;0,54;6352
TAIR;31/08/2017;0,53;0,53;0,53;0,53;35622
TAIR;04/09/2017;0,53;0,54;0,53;0,54;1606
TAIR;05/09/2017;0,54;0,54;0,53;0,54;10752
TAIR;06/09/2017;0,53;0,54;0,53;0,54;14951
TAIR;07/09/2017;0,55;0,55;0,54;0,54;4058
TAIR;08/09/2017;0,54;0,54;0,53;0,54;6408
TAIR;11/09/2017;0,55;0,55;0,54;0,55;10127
TAIR;12/09/2017;0,53;0,55;0,53;0,55;3003
TAIR;14/09/2017;0,54;0,55;0,54;0,55;30100
TAIR;15/09/2017;0,56;0,56;0,55;0,55;1820
TAIR;18/09/2017;0,54;0,54;0,54;0,54;13025
TAIR;19/09/2017;0,54;0,54;0,53;0,54;983
TAIR;20/09/2017;0,53;0,54;0,53;0,54;13872
TAIR;22/09/2017;0,53;0,54;0,52;0,54;15157
TAIR;25/09/2017;0,53;0,54;0,52;0,54;10104
TAIR;26/09/2017;0,53;0,53;0,53;0,53;3881
TAIR;27/09/2017;0,53;0,53;0,52;0,53;49205
TAIR;28/09/2017;0,53;0,53;0,52;0,53;26096
TAIR;02/10/2017;0,53;0,53;0,53;0,53;100
TAIR;03/10/2017;0,52;0,53;0,52;0,52;5426
TAIR;04/10/2017;0,52;0,52;0,51;0,52;18449
TAIR;05/10/2017;0,52;0,52;0,51;0,52;35551
TAIR;06/10/2017;0,52;0,52;0,51;0,52;3002
TAIR;09/10/2017;0,51;0,51;0,51;0,51;11878
TAIR;10/10/2017;0,51;0,51;0,5;0,51;6168
TAIR;11/10/2017;0,5;0,51;0,5;0,51;38699
TAIR;12/10/2017;0,52;0,52;0,5;0,5;4981
TAIR;13/10/2017;0,51;0,52;0,51;0,52;554
TAIR;17/10/2017;0,51;0,51;0,51;0,51;250
TAIR;18/10/2017;0,5;0,5;0,49;0,49;29067
TAIR;19/10/2017;0,49;0,5;0,49;0,5;12432
TAIR;20/10/2017;0,49;0,51;0,49;0,5;8634
TAIR;23/10/2017;0,49;0,51;0,49;0,51;14803
TAIR;24/10/2017;0,5;0,52;0,5;0,51;15999
TAIR;25/10/2017;0,5;0,51;0,5;0,51;2958
TAIR;26/10/2017;0,51;0,52;0,5;0,52;46567
TAIR;27/10/2017;0,52;0,52;0,51;0,51;16952
TAIR;30/10/2017;0,51;0,51;0,5;0,51;2796
TAIR;31/10/2017;0,51;0,52;0,5;0,51;18076
TAIR;01/11/2017;0,5;0,5;0,5;0,5;6382
TAIR;02/11/2017;0,5;0,5;0,49;0,5;7389
TAIR;03/11/2017;0,49;0,5;0,49;0,5;6468
TAIR;06/11/2017;0,51;0,51;0,5;0,51;7584
TAIR;07/11/2017;0,5;0,51;0,5;0,51;7399
TAIR;08/11/2017;0,51;0,51;0,5;0,51;10096
TAIR;09/11/2017;0,51;0,51;0,5;0,51;81
TAIR;10/11/2017;0,5;0,5;0,5;0,5;9259
TAIR;13/11/2017;0,5;0,5;0,49;0,5;8916
TAIR;14/11/2017;0,5;0,51;0,5;0,51;5845
TAIR;15/11/2017;0,5;0,5;0,49;0,5;10167
TAIR;16/11/2017;0,5;0,51;0,5;0,51;7463
TAIR;17/11/2017;0,5;0,5;0,49;0,5;12825
TAIR;20/11/2017;0,5;0,5;0,49;0,5;53
TAIR;21/11/2017;0,49;0,5;0,49;0,5;9700
TAIR;22/11/2017;0,5;0,5;0,49;0,5;2853
TAIR;23/11/2017;0,5;0,5;0,49;0,5;20553
TAIR;24/11/2017;0,49;0,5;0,48;0,48;6788
TAIR;27/11/2017;0,48;0,49;0,48;0,48;13722
TAIR;28/11/2017;0,49;0,49;0,48;0,49;11502
TAIR;29/11/2017;0,48;0,48;0,47;0,47;33723
TAIR;30/11/2017;0,48;0,48;0,46;0,47;88054
TAIR;04/12/2017;0,47;0,47;0,46;0,47;25741
TAIR;05/12/2017;0,48;0,48;0,48;0,48;186
TAIR;06/12/2017;0,48;0,49;0,47;0,47;14520
TAIR;07/12/2017;0,47;0,47;0,45;0,45;68482
TAIR;08/12/2017;0,46;0,46;0,44;0,44;31334
TAIR;12/12/2017;0,46;0,46;0,45;0,45;18537
TAIR;13/12/2017;0,46;0,46;0,45;0,46;7400
TAIR;14/12/2017;0,45;0,46;0,45;0,46;9782
TAIR;15/12/2017;0,46;0,47;0,45;0,46;11637
TAIR;18/12/2017;0,47;0,47;0,45;0,45;119
TAIR;19/12/2017;0,47;0,47;0,45;0,46;24443
TAIR;20/12/2017;0,46;0,46;0,45;0,45;25605
TAIR;21/12/2017;0,45;0,46;0,45;0,45;7710
TAIR;22/12/2017;0,45;0,45;0,44;0,45;38512
TAIR;25/12/2017;0,45;0,45;0,44;0,44;15208
TAIR;26/12/2017;0,44;0,44;0,43;0,43;37643
TAIR;27/12/2017;0,43;0,44;0,42;0,44;4835
TAIR;28/12/2017;0,44;0,44;0,43;0,43;12671
TAIR;02/01/2018;0,44;0,44;0,42;0,43;8001
TAIR;03/01/2018;0,43;0,43;0,42;0,42;24678
TAIR;04/01/2018;0,42;0,43;0,41;0,43;10565
TAIR;05/01/2018;0,42;0,42;0,42;0,42;9564
TAIR;08/01/2018;0,41;0,41;0,4;0,41;96897
TAIR;09/01/2018;0,41;0,41;0,4;0,41;52444
TAIR;10/01/2018;0,41;0,42;0,4;0,41;30435
TAIR;11/01/2018;0,41;0,42;0,41;0,41;8737
TAIR;12/01/2018;0,42;0,42;0,41;0,42;2881
TAIR;15/01/2018;0,41;0,43;0,41;0,42;8425
TAIR;16/01/2018;0,42;0,42;0,41;0,41;7389
TAIR;17/01/2018;0,4;0,41;0,4;0,41;19987
TAIR;18/01/2018;0,41;0,41;0,4;0,41;20899
TAIR;19/01/2018;0,4;0,41;0,4;0,41;10530
TAIR;22/01/2018;0,4;0,41;0,4;0,41;25151
TAIR;23/01/2018;0,41;0,41;0,4;0,41;21432
TAIR;24/01/2018;0,41;0,41;0,4;0,41;7190
TAIR;25/01/2018;0,41;0,41;0,4;0,41;13366
TAIR;26/01/2018;0,4;0,41;0,4;0,4;49046
TAIR;29/01/2018;0,4;0,41;0,39;0,41;40444
TAIR;30/01/2018;0,41;0,41;0,4;0,41;18608
TAIR;31/01/2018;0,41;0,41;0,4;0,4;14550
TAIR;01/02/2018;0,4;0,4;0,39;0,4;81027
TAIR;02/02/2018;0,4;0,4;0,39;0,4;75432
TAIR;05/02/2018;0,39;0,4;0,38;0,4;55461
TAIR;06/02/2018;0,39;0,4;0,39;0,4;55492
TAIR;07/02/2018;0,4;0,4;0,39;0,39;19991
TAIR;08/02/2018;0,39;0,4;0,39;0,4;46773
TAIR;09/02/2018;0,4;0,4;0,39;0,4;14755
TAIR;12/02/2018;0,4;0,41;0,4;0,41;77217
TAIR;13/02/2018;0,41;0,43;0,41;0,43;87678
TAIR;14/02/2018;0,44;0,45;0,43;0,45;171247
TAIR;16/02/2018;0,46;0,48;0,45;0,46;378588
TAIR;19/02/2018;0,46;0,47;0,45;0,46;65997
TAIR;20/02/2018;0,46;0,46;0,44;0,44;19876
TAIR;21/02/2018;0,44;0,45;0,42;0,42;66464
TAIR;22/02/2018;0,41;0,42;0,41;0,42;42784
TAIR;23/02/2018;0,43;0,43;0,43;0,43;24585
TAIR;26/02/2018;0,43;0,44;0,43;0,44;61281
TAIR;27/02/2018;0,44;0,44;0,43;0,44;4862
TAIR;28/02/2018;0,43;0,44;0,43;0,44;19390
TAIR;01/03/2018;0,44;0,45;0,43;0,45;44800
TAIR;02/03/2018;0,45;0,46;0,44;0,45;14394
TAIR;05/03/2018;0,45;0,46;0,44;0,45;32912
TAIR;06/03/2018;0,45;0,45;0,44;0,45;10643
TAIR;07/03/2018;0,46;0,46;0,45;0,45;320
TAIR;08/03/2018;0,45;0,45;0,44;0,45;20509
TAIR;09/03/2018;0,45;0,45;0,44;0,45;25628
TAIR;12/03/2018;0,44;0,45;0,44;0,45;4565
TAIR;13/03/2018;0,45;0,45;0,44;0,45;16426
TAIR;14/03/2018;0,45;0,45;0,43;0,43;16558
TAIR;15/03/2018;0,42;0,44;0,42;0,44;451
TAIR;16/03/2018;0,43;0,43;0,43;0,43;11650
TAIR;19/03/2018;0,43;0,43;0,42;0,42;25090
TAIR;21/03/2018;0,41;0,42;0,4;0,42;96986
TAIR;22/03/2018;0,41;0,42;0,4;0,42;4639
TAIR;23/03/2018;0,42;0,43;0,41;0,42;37871
TAIR;26/03/2018;0,43;0,43;0,42;0,43;1921
TAIR;27/03/2018;0,43;0,43;0,42;0,43;19377
TAIR;28/03/2018;0,42;0,44;0,42;0,43;17784
TAIR;03/04/2018;0,43;0,43;0,42;0,43;23023
TAIR;04/04/2018;0,44;0,44;0,43;0,43;2226
TAIR;05/04/2018;0,44;0,44;0,43;0,43;5872
TAIR;06/04/2018;0,43;0,43;0,42;0,43;12914
TAIR;10/04/2018;0,42;0,45;0,42;0,45;65644
TAIR;11/04/2018;0,47;0,47;0,47;0,47;155993
TAIR;13/04/2018;0,51;0,51;0,51;0,51;253721
TAIR;17/04/2018;0,55;0,56;0,52;0,56;399870
TAIR;23/04/2018;0,64;0,64;0,6;0,6;530896
TAIR;25/04/2018;0,57;0,61;0,56;0,58;567697
TAIR;26/04/2018;0,59;0,59;0,56;0,56;110858
TAIR;27/04/2018;0,53;0,53;0,53;0,53;49841
TAIR;02/05/2018;0,49;0,53;0,47;0,53;214710
TAIR;03/05/2018;0,53;0,54;0,52;0,52;218299
TAIR;04/05/2018;0,51;0,52;0,51;0,52;36520
TAIR;07/05/2018;0,52;0,52;0,51;0,51;17715
TAIR;08/05/2018;0,5;0,51;0,49;0,5;96565
TAIR;09/05/2018;0,5;0,51;0,49;0,51;76842
TAIR;10/05/2018;0,51;0,52;0,5;0,52;48417
TAIR;11/05/2018;0,52;0,55;0,52;0,55;105701
TAIR;14/05/2018;0,56;0,57;0,56;0,57;83978
TAIR;15/05/2018;0,59;0,6;0,55;0,58;213077
TAIR;16/05/2018;0,58;0,58;0,57;0,57;42824
TAIR;17/05/2018;0,57;0,57;0,56;0,56;22521
TAIR;18/05/2018;0,56;0,56;0,55;0,56;25650
TAIR;21/05/2018;0,56;0,56;0,55;0,55;16355
TAIR;22/05/2018;0,54;0,55;0,53;0,55;75805
TAIR;23/05/2018;0,55;0,55;0,53;0,53;55985
TAIR;24/05/2018;0,54;0,54;0,53;0,54;40006
TAIR;25/05/2018;0,54;0,54;0,53;0,53;44749
TAIR;28/05/2018;0,54;0,54;0,53;0,54;22786
TAIR;29/05/2018;0,53;0,55;0,53;0,55;19363
TAIR;30/05/2018;0,55;0,57;0,54;0,55;88748
TAIR;31/05/2018;0,56;0,56;0,54;0,55;20209
TAIR;01/06/2018;0,55;0,55;0,54;0,54;16086
TAIR;04/06/2018;0,54;0,54;0,53;0,54;42510
TAIR;05/06/2018;0,54;0,54;0,53;0,54;8196
TAIR;06/06/2018;0,53;0,54;0,52;0,53;44503
TAIR;07/06/2018;0,53;0,53;0,52;0,52;64976
TAIR;08/06/2018;0,52;0,53;0,52;0,53;21069
TAIR;11/06/2018;0,53;0,53;0,52;0,53;33450
TAIR;12/06/2018;0,52;0,55;0,52;0,55;44552
TAIR;13/06/2018;0,55;0,56;0,54;0,55;37580
TAIR;14/06/2018;0,56;0,56;0,55;0,56;14097
TAIR;18/06/2018;0,56;0,56;0,55;0,56;29639
TAIR;19/06/2018;0,56;0,56;0,55;0,56;38909
TAIR;20/06/2018;0,55;0,56;0,54;0,55;26972
TAIR;21/06/2018;0,54;0,55;0,53;0,54;69149
TAIR;22/06/2018;0,55;0,55;0,54;0,54;2671
TAIR;25/06/2018;0,55;0,55;0,54;0,54;4921
TAIR;26/06/2018;0,54;0,54;0,53;0,53;21593
TAIR;27/06/2018;0,53;0,54;0,53;0,53;13515
